   1     1   0.10000000E+01  0.00000000E+00
   1     2   0.00000000E+00  0.00000000E+00
   1     3   0.00000000E+00  0.00000000E+00
   1     4   0.00000000E+00  0.00000000E+00
   1     5   0.00000000E+00  0.00000000E+00
   1     6   0.00000000E+00  0.00000000E+00
   1     7   0.00000000E+00  0.00000000E+00
   1     8   0.00000000E+00  0.00000000E+00
   2     1   0.99999800E+00  0.00000000E+00
   2     2   0.19999860E-05  0.00000000E+00
   2     3   0.59998800E-11  0.00000000E+00
   2     4   0.29998740E-16  0.00000000E+00
   2     5   0.20998425E-21  0.00000000E+00
   2     6   0.18900000E-26  0.00000000E+00
   2     7   0.00000000E+00  0.00000000E+00
   2     8   0.00000000E+00  0.00000000E+00
   3     1   0.99999200E+00  0.00000000E+00
   3     2   0.79998880E-05  0.00000000E+00
   3     3   0.47998560E-10  0.00000000E+00
   3     4   0.35997984E-15  0.00000000E+00
   3     5   0.33596850E-20  0.00000000E+00
   3     6   0.37794969E-25  0.00000000E+00
   3     7   0.45731190E-30  0.00000000E+00
   3     8   0.48639772E-35  0.00000000E+00
   4     1   0.99998200E+00  0.00000000E+00
   4     2   0.17999538E-04  0.00000000E+00
   4     3   0.19799124E-09  0.00000000E+00
   4     4   0.21898375E-14  0.00000000E+00
   4     5   0.27086835E-19  0.00000000E+00
   4     6   0.37982460E-24  0.00000000E+00
   4     7   0.59446007E-29  0.00000000E+00
   4     8   0.95650989E-34  0.00000000E+00
   5     1   0.99996800E+00  0.00000000E+00
   5     2   0.31998656E-04  0.00000000E+00
   5     3   0.57596352E-09  0.00000000E+00
   5     4   0.91191130E-14  0.00000000E+00
   5     5   0.14781858E-18  0.00000000E+00
   5     6   0.25698668E-23  0.00000000E+00
   5     7   0.48468676E-28  0.00000000E+00
   5     8   0.97157642E-33  0.00000000E+00
   6     1   0.99995000E+00  0.00000000E+00
   6     2   0.49996850E-04  0.00000000E+00
   6     3   0.13498818E-08  0.00000000E+00
   6     4   0.29546290E-13  0.00000000E+00
   6     5   0.61833975E-18  0.00000000E+00
   6     6   0.13228620E-22  0.00000000E+00
   6     7   0.29719842E-27  0.00000000E+00
   6     8   0.70405289E-32  0.00000000E+00
   7     1   0.99992800E+00  0.00000000E+00
   7     2   0.71993616E-04  0.00000000E+00
   7     3   0.27356799E-08  0.00000000E+00
   7     4   0.80027240E-13  0.00000000E+00
   7     5   0.21264176E-17  0.00000000E+00
   7     6   0.55481728E-22  0.00000000E+00
   7     7   0.14753963E-26  0.00000000E+00
   7     8   0.40634328E-31  0.00000000E+00
