   1     1   0.10000000E+01  0.00000000E+00
   1     2   0.00000000E+00  0.00000000E+00
   1     3   0.00000000E+00  0.00000000E+00
   1     4   0.00000000E+00  0.00000000E+00
   2     1   0.99999800E+00  0.00000000E+00
   2     2   0.19999860E-05  0.00000000E+00
   2     3   0.59998800E-11  0.00000000E+00
   2     4   0.29999076E-16  0.00000000E+00
   3     1   0.99999200E+00  0.00000000E+00
   3     2   0.79998880E-05  0.00000000E+00
   3     3   0.47998560E-10  0.00000000E+00
   3     4   0.35998522E-15  0.00000000E+00
   4     1   0.99998200E+00  0.00000000E+00
   4     2   0.17999538E-04  0.00000000E+00
   4     3   0.19799124E-09  0.00000000E+00
   4     4   0.21898808E-14  0.00000000E+00
   5     1   0.99996800E+00  0.00000000E+00
   5     2   0.31998656E-04  0.00000000E+00
   5     3   0.57596352E-09  0.00000000E+00
   5     4   0.91193495E-14  0.00000000E+00
   6     1   0.99995000E+00  0.00000000E+00
   6     2   0.49996850E-04  0.00000000E+00
   6     3   0.13498818E-08  0.00000000E+00
   6     4   0.29547279E-13  0.00000000E+00
   7     1   0.99992800E+00  0.00000000E+00
   7     2   0.71993616E-04  0.00000000E+00
   7     3   0.27356799E-08  0.00000000E+00
   7     4   0.80030642E-13  0.00000000E+00
   8     1   0.99990201E+00  0.00000000E+00
   8     2   0.97988339E-04  0.00000000E+00
   8     3   0.49972416E-08  0.00000000E+00
   8     4   0.18960233E-12  0.00000000E+00
   9     1   0.99987201E+00  0.00000000E+00
   9     2   0.12798029E-03  0.00000000E+00
   9     3   0.84463797E-08  0.00000000E+00
   9     4   0.40504739E-12  0.00000000E+00
  10     1   0.99983802E+00  0.00000000E+00
  10     2   0.16196863E-03  0.00000000E+00
  10     3   0.13442811E-07  0.00000000E+00
  10     4   0.79713711E-12  0.00000000E+00
  11     1   0.99980003E+00  0.00000000E+00
  11     2   0.19995241E-03  0.00000000E+00
  11     3   0.20394128E-07  0.00000000E+00
  11     4   0.14678200E-11  0.00000000E+00
  12     1   0.99975804E+00  0.00000000E+00
  12     2   0.24193056E-03  0.00000000E+00
  12     3   0.29755765E-07  0.00000000E+00
  12     4   0.25583692E-11  0.00000000E+00
  13     1   0.99971206E+00  0.00000000E+00
  13     2   0.28790191E-03  0.00000000E+00
  13     3   0.42030964E-07  0.00000000E+00
  13     4   0.42584843E-11  0.00000000E+00
  14     1   0.99966208E+00  0.00000000E+00
  14     2   0.33786517E-03  0.00000000E+00
  14     3   0.57770731E-07  0.00000000E+00
  14     4   0.68163484E-11  0.00000000E+00
