   1   0.00000000E+00   0.00000000E+00
   2  -0.87390753E-03   0.77552126E-18
   3  -0.34923567E-02  -0.25224144E-17
   4  -0.78466306E-02   0.28114712E-17
   5  -0.13923688E-01   0.21725624E-17
   6  -0.21706203E-01   0.37710541E-18
   7  -0.31172611E-01  -0.28705919E-17
   8  -0.42297169E-01  -0.59711875E-17
   9  -0.55050026E-01  -0.12530284E-16
  10  -0.69397303E-01   0.30342286E-17
  11  -0.85301179E-01   0.18116305E-17
  12  -0.10272000E+00  -0.61675472E-18
  13  -0.12160836E+00  -0.14644054E-16
  14  -0.14191727E+00   0.12485082E-16
  15  -0.16359424E+00  -0.69120760E-17
  16  -0.18658342E+00  -0.26327412E-17
  17  -0.21082576E+00  -0.85223871E-17
  18  -0.23625917E+00  -0.14657048E-16
  19  -0.26281864E+00  -0.11479351E-16
  20  -0.29043643E+00   0.11529744E-16
  21  -0.31904227E+00   0.62134808E-17
  22  -0.34856347E+00   0.64262022E-17
  23  -0.37892517E+00  -0.15894242E-16
  24  -0.41005051E+00  -0.37296062E-17
  25  -0.44186080E+00  -0.32280327E-17
  26  -0.47427574E+00   0.45454809E-17
  27  -0.50721364E+00  -0.10324314E-16
  28  -0.54059158E+00   0.31390917E-17
  29  -0.57432567E+00  -0.13886196E-16
  30  -0.60833120E+00  -0.13133527E-17
  31  -0.64252294E+00   0.47637712E-17
  32  -0.67681525E+00  -0.24256360E-17
  33  -0.71112237E+00  -0.33598720E-17
  34  -0.74535862E+00  -0.89857259E-17
  35  -0.77943857E+00  -0.42279650E-17
  36  -0.81327733E+00   0.66816010E-17
  37  -0.84679069E+00   0.71215619E-18
  38  -0.87989535E+00  -0.69695459E-17
  39  -0.91250917E+00   0.77892885E-17
  40  -0.94455130E+00   0.14346885E-17
  41  -0.97594245E+00  -0.83863938E-17
  42  -0.10066050E+01  -0.17758575E-17
  43  -0.10364634E+01  -0.96720575E-19
  44  -0.10654439E+01   0.18497082E-17
  45  -0.10934754E+01  -0.16165624E-17
  46  -0.11204890E+01   0.10153807E-18
  47  -0.11464186E+01   0.37190040E-18
  48  -0.11712006E+01   0.12287272E-18
  49  -0.11947748E+01  -0.19005302E-19
  50  -0.12170836E+01  -0.18035978E-17
  51  -0.12380730E+01   0.16953894E-17
  52  -0.12576923E+01   0.85338569E-19
  53  -0.12758940E+01   0.34399596E-17
  54  -0.12926346E+01   0.16939600E-17
  55  -0.13078740E+01   0.24619542E-17
  56  -0.13215761E+01   0.20057740E-17
  57  -0.13337086E+01   0.21087415E-17
  58  -0.13442431E+01   0.28335899E-17
  59  -0.13531553E+01   0.52175641E-17
  60  -0.13604250E+01   0.31824616E-17
  61  -0.13660361E+01   0.42713489E-17
  62  -0.13699766E+01   0.36575941E-17
  63  -0.13722389E+01   0.42428674E-17
  64  -0.13728192E+01   0.44410169E-17
  65  -0.13717184E+01   0.39918942E-17
  66  -0.13689411E+01   0.32435803E-17
  67  -0.13644966E+01   0.24239701E-17
  68  -0.13583979E+01   0.32013081E-17
  69  -0.13506623E+01   0.21571812E-17
  70  -0.13413112E+01   0.46391465E-17
  71  -0.13303700E+01   0.24536956E-17
  72  -0.13178679E+01   0.28142670E-18
  73  -0.13038382E+01  -0.30463540E-17
  74  -0.12883178E+01   0.21234057E-17
  75  -0.12713473E+01  -0.80909646E-17
  76  -0.12529709E+01  -0.10812481E-16
  77  -0.12332363E+01  -0.11589846E-16
  78  -0.12121944E+01  -0.13932527E-16
  79  -0.11898994E+01  -0.69768516E-17
  80  -0.11664085E+01  -0.11652420E-16
  81  -0.11417819E+01  -0.29215490E-17
  82  -0.11160826E+01  -0.10594873E-16
  83  -0.10893760E+01  -0.68287267E-17
  84  -0.10617301E+01  -0.74067737E-17
  85  -0.10332151E+01  -0.13547339E-16
  86  -0.10039033E+01  -0.55427718E-19
  87  -0.97386887E+00  -0.14426030E-18
  88  -0.94318775E+00  -0.36414608E-17
  89  -0.91193736E+00  -0.14728222E-16
  90  -0.88019645E+00  -0.31716024E-17
  91  -0.84804489E+00  -0.84330931E-17
  92  -0.81556349E+00  -0.14263400E-16
  93  -0.78283377E+00  -0.19673700E-16
  94  -0.74993778E+00  -0.18870001E-16
  95  -0.71695788E+00  -0.12925321E-16
  96  -0.68397653E+00  -0.21714643E-16
  97  -0.65107610E+00  -0.19298511E-16
  98  -0.61833865E+00  -0.72414327E-17
  99  -0.58584572E+00  -0.39981278E-16
 100  -0.55367816E+00  -0.30548870E-16
 101  -0.52191589E+00  -0.43137726E-16
 102  -0.49063773E+00  -0.19025171E-16
 103  -0.45992117E+00  -0.26940958E-16
 104  -0.42984223E+00  -0.14217761E-16
 105  -0.40047523E+00  -0.11244521E-16
 106  -0.37189261E+00  -0.13524461E-16
 107  -0.34416477E+00  -0.38611382E-16
 108  -0.31735989E+00  -0.20303161E-16
 109  -0.29154376E+00  -0.25653986E-16
 110  -0.26677961E+00  -0.37663461E-16
 111  -0.24312797E+00  -0.14352752E-16
 112  -0.22064652E+00  -0.22024108E-16
 113  -0.19938994E+00  -0.80982756E-17
 114  -0.17940978E+00  -0.70297146E-17
 115  -0.16075434E+00  -0.12353672E-16
 116  -0.14346856E+00  -0.23957460E-16
 117  -0.12759390E+00  -0.16253100E-16
 118  -0.11316823E+00  -0.14138693E-16
 119  -0.10022578E+00  -0.38546075E-17
 120  -0.88797011E-01  -0.14082941E-16
 121  -0.78908574E-01  -0.14553039E-16
 122  -0.70583241E-01  -0.19178224E-17
 123  -0.63839852E-01  -0.32411600E-17
 124  -0.58693271E-01  -0.34006044E-17
 125  -0.55154357E-01   0.37330413E-18
 126  -0.53229941E-01   0.10211210E-17
 127  -0.52922813E-01   0.31145947E-17
 128  -0.54231721E-01   0.56313894E-17
 129  -0.57151379E-01   0.11831401E-16
 130  -0.61672485E-01   0.23424235E-16
 131  -0.67781748E-01   0.13430526E-16
 132  -0.75461930E-01   0.51636111E-17
 133  -0.84691890E-01   0.14462240E-16
 134  -0.95446644E-01   0.20014817E-16
 135  -0.10769743E+00   0.14148279E-16
 136  -0.12141179E+00   0.63626729E-17
 137  -0.13655364E+00   0.14653847E-16
 138  -0.15308339E+00   0.27997277E-16
 139  -0.17095803E+00   0.12034651E-16
 140  -0.19013125E+00   0.15484740E-16
 141  -0.21055353E+00   0.23644563E-16
 142  -0.23217232E+00   0.30851474E-16
 143  -0.25493214E+00   0.23323040E-16
 144  -0.27877473E+00   0.24720135E-16
 145  -0.30363919E+00   0.54243040E-16
 146  -0.32946216E+00   0.24205431E-16
 147  -0.35617794E+00   0.56407462E-16
 148  -0.38371872E+00   0.32577160E-16
 149  -0.41201468E+00   0.56055219E-16
 150  -0.44099422E+00   0.42933342E-16
 151  -0.47058411E+00   0.52480761E-16
 152  -0.50070970E+00   0.25871724E-16
 153  -0.53129509E+00   0.38987728E-16
 154  -0.56226332E+00   0.23985044E-16
 155  -0.59353659E+00   0.29408163E-16
 156  -0.62503640E+00   0.43938890E-16
 157  -0.65668383E+00   0.37723780E-16
 158  -0.68839964E+00   0.41677581E-16
 159  -0.72010455E+00   0.37403721E-16
 160  -0.75171940E+00   0.51223077E-16
 161  -0.78316535E+00   0.50379806E-16
 162  -0.81436408E+00   0.45433934E-16
 163  -0.84523799E+00   0.44267504E-16
 164  -0.87571039E+00   0.50243824E-16
 165  -0.90570567E+00   0.47616685E-16
 166  -0.93514953E+00   0.43489980E-16
 167  -0.96396913E+00   0.33510053E-16
 168  -0.99209327E+00   0.42869582E-16
 169  -0.10194526E+01   0.45563437E-16
 170  -0.10459797E+01   0.42721298E-16
 171  -0.10716095E+01   0.38058673E-16
 172  -0.10962789E+01   0.64225241E-16
 173  -0.11199277E+01   0.64566648E-16
 174  -0.11424980E+01   0.46991482E-16
 175  -0.11639348E+01   0.49555451E-16
 176  -0.11841860E+01   0.65421040E-16
 177  -0.12032025E+01   0.40813594E-16
 178  -0.12209383E+01   0.61595018E-16
 179  -0.12373508E+01   0.62580303E-16
 180  -0.12524007E+01   0.71504774E-16
 181  -0.12660519E+01   0.52370671E-16
 182  -0.12782723E+01   0.55921380E-16
 183  -0.12890330E+01   0.56341429E-16
 184  -0.12983091E+01   0.44410599E-16
 185  -0.13060791E+01   0.41831344E-16
 186  -0.13123257E+01   0.45590450E-16
 187  -0.13170350E+01   0.44015789E-16
 188  -0.13201972E+01   0.39044553E-16
 189  -0.13218065E+01   0.35921781E-16
 190  -0.13218606E+01   0.33846312E-16
 191  -0.13203614E+01   0.27428753E-16
 192  -0.13173147E+01   0.22225681E-16
 193  -0.13127298E+01   0.21039531E-16
 194  -0.13066202E+01   0.64317065E-17
 195  -0.12990031E+01   0.14367929E-16
 196  -0.12898994E+01   0.93539172E-17
 197  -0.12793336E+01  -0.33308777E-17
 198  -0.12673339E+01  -0.19826924E-17
 199  -0.12539322E+01  -0.92462911E-17
 200  -0.12391637E+01  -0.99591752E-17
 201  -0.12230668E+01  -0.88528178E-17
 202  -0.12056835E+01  -0.10818675E-16
 203  -0.11870589E+01  -0.26159845E-16
 204  -0.11672409E+01  -0.26694190E-16
 205  -0.11462805E+01  -0.20929708E-16
 206  -0.11242316E+01  -0.18264492E-16
 207  -0.11011504E+01  -0.19347199E-16
 208  -0.10770961E+01  -0.21765835E-16
 209  -0.10521298E+01  -0.17451565E-16
 210  -0.10263150E+01  -0.16139313E-16
 211  -0.99971725E+00  -0.54884162E-16
 212  -0.97240398E+00  -0.26030017E-16
 213  -0.94444427E+00  -0.53355605E-16
 214  -0.91590875E+00  -0.65058966E-16
 215  -0.88686941E+00  -0.66823395E-16
 216  -0.85739938E+00  -0.90708500E-16
 217  -0.82757279E+00  -0.64678509E-16
 218  -0.79746459E+00  -0.74078587E-16
 219  -0.76715031E+00  -0.75073668E-16
 220  -0.73670591E+00  -0.10938841E-15
 221  -0.70620758E+00  -0.88849863E-16
 222  -0.67573155E+00  -0.11387288E-15
 223  -0.64535390E+00  -0.10365138E-15
 224  -0.61515036E+00  -0.14758437E-15
 225  -0.58519615E+00  -0.11517877E-15
 226  -0.55556576E+00  -0.13762210E-15
 227  -0.52633279E+00  -0.12424402E-15
 228  -0.49756972E+00  -0.11299083E-15
 229  -0.46934782E+00  -0.11852994E-15
 230  -0.44173687E+00  -0.79984130E-16
 231  -0.41480508E+00  -0.99061739E-16
 232  -0.38861884E+00  -0.11446410E-15
 233  -0.36324263E+00  -0.10662261E-15
 234  -0.33873880E+00  -0.11713059E-15
 235  -0.31516745E+00  -0.99798510E-16
 236  -0.29258628E+00  -0.72891794E-16
 237  -0.27105046E+00  -0.84618477E-16
 238  -0.25061245E+00  -0.89621801E-16
 239  -0.23132192E+00  -0.81233303E-16
 240  -0.21322562E+00  -0.11218142E-15
 241  -0.19636725E+00  -0.80260346E-16
 242  -0.18078735E+00  -0.94714072E-16
 243  -0.16652325E+00  -0.83554225E-16
 244  -0.15360892E+00  -0.10253823E-15
 245  -0.14207492E+00  -0.10169737E-15
 246  -0.13194833E+00  -0.99175800E-16
 247  -0.12325270E+00  -0.98379263E-16
 248  -0.11600793E+00  -0.10039009E-15
 249  -0.11023033E+00  -0.10540720E-15
 250  -0.10593248E+00  -0.10988818E-15
 251  -0.10312326E+00  -0.11383777E-15
 252  -0.10180785E+00  -0.11288475E-15
 253  -0.10198765E+00  -0.11104648E-15
 254  -0.10366034E+00  -0.11335009E-15
 255  -0.10681990E+00  -0.10234192E-15
 256  -0.11145657E+00  -0.85669009E-16
 257  -0.11755693E+00  -0.99532736E-16
 258  -0.12510392E+00  -0.10331538E-15
 259  -0.13407688E+00  -0.10358657E-15
 260  -0.14445163E+00  -0.71363279E-16
 261  -0.15620050E+00  -0.97270989E-16
 262  -0.16929245E+00  -0.89616134E-16
 263  -0.18369311E+00  -0.72105838E-16
 264  -0.19936486E+00  -0.71887265E-16
 265  -0.21626700E+00  -0.66201471E-16
 266  -0.23435578E+00  -0.83428270E-16
 267  -0.25358453E+00  -0.67814955E-16
 268  -0.27390383E+00  -0.67468914E-16
 269  -0.29526157E+00  -0.70620465E-16
 270  -0.31760311E+00  -0.54164114E-16
 271  -0.34087143E+00  -0.40491858E-16
 272  -0.36500727E+00  -0.46966352E-16
 273  -0.38994927E+00  -0.41200638E-16
 274  -0.41563414E+00  -0.53486086E-16
