   1   0.41118495E+00
   2   0.10934817E+01
   3   0.15889046E+01
   4   0.20101644E+01
   5   0.23880699E+01
   6   0.27373029E+01
   7   0.30648032E+01
   8   0.33754305E+01
   9   0.36721003E+01
  10   0.39571408E+01
  11   0.42321327E+01
  12   0.44984124E+01
  13   0.47569608E+01
  14   0.50086325E+01
  15   0.52540895E+01
  16   0.54939196E+01
  17   0.57285965E+01
  18   0.59585464E+01
  19   0.61841260E+01
  20   0.64056698E+01
  21   0.66235060E+01
  22   0.68380709E+01
  23   0.70501034E+01
  24   0.72609930E+01
  25   0.74730458E+01
  26   0.76894016E+01
  27   0.79133305E+01
  28   0.81475218E+01
  29   0.83935504E+01
  30   0.86522025E+01
  31   0.89235344E+01
  32   0.92075394E+01
  33   0.95038685E+01
  34   0.98124650E+01
  35   0.10132950E+02
  36   0.10465379E+02
  37   0.10809389E+02
  38   0.11165151E+02
  39   0.11532306E+02
  40   0.11911130E+02
  41   0.12301245E+02
  42   0.12703022E+02
  43   0.13116051E+02
  44   0.13540792E+02
  45   0.13976794E+02
  46   0.14424605E+02
  47   0.14883719E+02
  48   0.15354777E+02
  49   0.15837210E+02
  50   0.16331755E+02
  51   0.16837772E+02
  52   0.17356098E+02
  53   0.17886015E+02
  54   0.18428465E+02
  55   0.18982646E+02
  56   0.19549613E+02
  57   0.20128469E+02
  58   0.20720393E+02
  59   0.21324382E+02
  60   0.21941748E+02
  61   0.22571376E+02
  62   0.23214719E+02
  63   0.23870542E+02
  64   0.24540450E+02
  65   0.25223074E+02
  66   0.25920187E+02
  67   0.26630275E+02
  68   0.27355294E+02
  69   0.28093569E+02
  70   0.28847256E+02
  71   0.29614508E+02
  72   0.30397696E+02
  73   0.31194784E+02
  74   0.32008383E+02
  75   0.32836247E+02
  76   0.33681251E+02
  77   0.34540919E+02
  78   0.35418417E+02
  79   0.36311015E+02
  80   0.37222204E+02
  81   0.38148970E+02
  82   0.39095165E+02
  83   0.40057463E+02
  84   0.41040118E+02
  85   0.42039454E+02
  86   0.43060180E+02
  87   0.44098227E+02
  88   0.45158814E+02
  89   0.46237435E+02
  90   0.47339886E+02
  91   0.48461164E+02
  92   0.49607726E+02
  93   0.50774006E+02
  94   0.51967219E+02
  95   0.53181154E+02
  96   0.54423903E+02
  97   0.55688516E+02
  98   0.56984104E+02
  99   0.58302863E+02
 100   0.59655104E+02
 101   0.61032024E+02
 102   0.62445361E+02
 103   0.63885137E+02
 104   0.65364805E+02
 105   0.66872984E+02
 106   0.68425225E+02
 107   0.70008459E+02
 108   0.71640835E+02
 109   0.73307210E+02
 110   0.75029024E+02
 111   0.76788588E+02
 112   0.78611576E+02
 113   0.80477031E+02
 114   0.82416307E+02
 115   0.84404318E+02
 116   0.86480161E+02
 117   0.88613103E+02
 118   0.90853563E+02
 119   0.93163625E+02
 120   0.95610582E+02
 121   0.98145743E+02
 122   0.10086499E+03
 123   0.10370877E+03
 124   0.10682358E+03
 125   0.11013438E+03
 126   0.11390767E+03
 127   0.11819829E+03
 128   0.12407451E+03
